Subasin-ID	year	day	hour	qlateral(m**3/s)	inflow(m**3/s)	evap(m**3)	prec(m**3)	intake(m**3/s)	overflow(m**3/s)	qbottom(m**3/s)	qout(m**3/s)	withdrawal(m**3/s)	elevation(m)	area(m**2)	volume(m**3)
    69	  2000	     1	     1	     0.000	    80.193	      12198.5	          0.0	     1.883	     0.000	     0.000	     1.883	     0.020	   427.701	     1624614.0	     6752075.5	
    69	  2000	     2	     1	     0.000	    82.524	      11049.9	      23952.7	     8.100	     0.000	     0.000	     8.100	     0.020	   431.304	     2624525.5	    13193497.0	
    69	  2000	     3	     1	     0.000	    84.219	      19853.6	      28036.8	    13.964	     0.000	     0.000	    13.964	     0.020	   433.727	     3442295.5	    19269984.0	
    69	  2000	     4	     1	     0.000	    87.374	      20903.7	      32711.5	    19.624	     0.000	     0.000	    19.624	     0.020	   435.618	     4163487.2	    25133742.0	
    69	  2000	     5	     1	     0.000	    89.672	      20633.0	      86299.0	    25.072	     0.000	     0.000	    25.072	     0.020	   437.178	     4813542.0	    30779140.0	
    69	  2000	     6	     1	     0.000	    85.463	      23106.7	      79167.9	    29.769	     0.000	     0.000	    29.769	     0.020	   438.375	     5346973.5	    35645448.0	
    69	  2000	     7	     1	     0.000	    82.089	      29192.8	      94986.1	    33.853	     0.000	     0.000	    33.853	     0.020	   439.330	     5794168.5	    39877096.0	
    69	  2000	     8	     1	     0.000	    79.961	      29998.4	      21438.2	    36.000	     0.000	     0.000	    36.000	     0.020	   440.130	     6183141.0	    43665064.0	
    69	  2000	     9	     1	     0.000	    78.488	      37982.6	       8227.8	    36.000	     0.000	     0.000	    36.000	     0.020	   440.855	     6547925.5	    47304572.0	
    69	  2000	    10	     1	     0.000	    78.043	      44537.1	       1440.7	    36.000	     0.000	     0.000	    36.000	     0.020	   441.535	     6899790.0	    50892280.0	
    69	  2000	    11	     1	     0.000	    78.768	      44262.1	       3019.4	    36.000	     0.000	     0.000	    36.000	     0.020	   442.195	     7250813.0	    54544484.0	
    69	  2000	    12	     1	     0.000	    80.339	      42851.4	       8690.2	    36.000	     0.000	     0.000	    36.000	     0.020	   442.850	     7608558.5	    58339496.0	
    69	  2000	    13	     1	     0.000	    82.012	      53495.4	       2477.8	    36.000	     0.000	     0.000	    36.000	     0.020	   443.498	     7971462.5	    62262232.0	
    69	  2000	    14	     1	     0.000	    83.922	      56533.2	       6038.0	    36.000	     0.000	     0.000	    36.000	     0.020	   444.145	     8342828.0	    66350448.0	
    69	  2000	    15	     1	     0.000	    85.870	      57157.8	       1800.1	    36.000	     0.000	     0.000	    36.000	     0.020	   444.790	     8722210.0	    70602096.0	
    69	  2000	    16	     1	     0.000	    87.722	      59307.4	       3753.1	    36.000	     0.000	     0.000	    36.000	     0.020	   445.433	     9109055.0	    75013592.0	
    69	  2000	    17	     1	     0.000	    89.699	      56350.0	      43003.0	    36.000	     0.000	     0.000	    36.000	     0.020	   446.080	     9507703.0	    79638080.0	
    69	  2000	    18	     1	     0.000	    91.726	      50452.3	      84460.5	    36.000	     0.000	     0.000	    36.000	     0.020	   446.732	     9918534.0	    84485048.0	
    69	  2000	    19	     1	     0.000	    94.161	      23140.6	     178938.0	    36.000	     9.548	     0.000	    45.548	     0.020	   447.297	    10281926.0	    88839328.0	
    69	  2000	    20	     1	     0.000	    95.766	      59759.0	      13683.5	    36.000	    61.549	     0.000	    97.549	     0.020	   447.271	    10265192.0	    88637456.0	
    69	  2000	    21	     1	     0.000	   104.643	      66666.4	       1052.6	    36.000	    68.090	     0.000	   104.090	     0.020	   447.269	    10263572.0	    88617912.0	
    69	  2000	    22	     1	     0.000	   115.539	      65249.9	       2105.2	    36.000	    78.760	     0.000	   114.760	     0.020	   447.269	    10263777.0	    88620384.0	
    69	  2000	    23	     1	     0.000	   125.620	      63957.3	       3157.7	    36.000	    88.870	     0.000	   124.870	     0.020	   447.269	    10263971.0	    88622728.0	
