Output file TC-wise fraction albedo (-)
Year	Day	Timestep	Subbasin	LU	TC	value
2000	21	1	69	2	4	 0.88000E+00
2000	22	1	15	1	3	 0.88000E+00
2000	22	1	15	1	2	 0.88000E+00
2000	22	1	15	1	1	 0.88000E+00
2000	22	1	15	2	6	 0.88000E+00
2000	22	1	15	2	5	 0.88000E+00
2000	22	1	15	2	4	 0.88000E+00
2000	22	1	69	1	3	 0.88000E+00
2000	22	1	69	1	2	 0.88000E+00
2000	22	1	69	1	1	 0.88000E+00
2000	22	1	69	2	6	 0.88000E+00
2000	22	1	69	2	5	 0.88000E+00
2000	22	1	69	2	4	 0.88000E+00
2000	23	1	15	1	3	 0.88000E+00
2000	23	1	15	1	2	 0.88000E+00
2000	23	1	15	1	1	 0.88000E+00
2000	23	1	15	2	6	 0.88000E+00
2000	23	1	15	2	5	 0.88000E+00
2000	23	1	15	2	4	 0.88000E+00
2000	23	1	69	1	3	 0.88000E+00
2000	23	1	69	1	2	 0.88000E+00
2000	23	1	69	1	1	 0.88000E+00
2000	23	1	69	2	6	 0.88000E+00
2000	23	1	69	2	5	 0.88000E+00
2000	23	1	69	2	4	 0.88000E+00
2000	24	1	15	1	3	 0.88000E+00
2000	24	1	15	1	2	 0.88000E+00
2000	24	1	15	1	1	 0.88000E+00
2000	24	1	15	2	6	 0.88000E+00
2000	24	1	15	2	5	 0.88000E+00
2000	24	1	15	2	4	 0.88000E+00
2000	24	1	69	1	3	 0.88000E+00
2000	24	1	69	1	2	 0.88000E+00
2000	24	1	69	1	1	 0.88000E+00
2000	24	1	69	2	6	 0.88000E+00
2000	24	1	69	2	5	 0.88000E+00
2000	24	1	69	2	4	 0.88000E+00
2000	25	1	15	1	3	 0.88000E+00
2000	25	1	15	1	2	 0.88000E+00
2000	25	1	15	1	1	 0.88000E+00
2000	25	1	15	2	6	 0.88000E+00
2000	25	1	15	2	5	 0.88000E+00
2000	25	1	15	2	4	 0.88000E+00
2000	25	1	69	1	3	 0.88000E+00
2000	25	1	69	1	2	 0.88000E+00
2000	25	1	69	1	1	 0.88000E+00
2000	25	1	69	2	6	 0.88000E+00
2000	25	1	69	2	5	 0.88000E+00
2000	25	1	69	2	4	 0.88000E+00
2000	26	1	15	1	3	 0.88000E+00
2000	26	1	15	1	2	 0.88000E+00
2000	26	1	15	1	1	 0.88000E+00
2000	26	1	15	2	6	 0.88000E+00
2000	26	1	15	2	5	 0.88000E+00
2000	26	1	15	2	4	 0.88000E+00
2000	26	1	69	1	3	 0.88000E+00
2000	26	1	69	1	2	 0.88000E+00
2000	26	1	69	1	1	 0.88000E+00
2000	26	1	69	2	6	 0.88000E+00
2000	26	1	69	2	5	 0.88000E+00
2000	26	1	69	2	4	 0.88000E+00
2000	27	1	15	1	3	 0.88000E+00
2000	27	1	15	1	2	 0.88000E+00
2000	27	1	15	1	1	 0.88000E+00
2000	27	1	15	2	6	 0.88000E+00
2000	27	1	15	2	5	 0.88000E+00
2000	27	1	15	2	4	 0.88000E+00
2000	27	1	69	1	3	 0.88000E+00
2000	27	1	69	1	2	 0.88000E+00
2000	27	1	69	1	1	 0.88000E+00
2000	27	1	69	2	6	 0.88000E+00
2000	27	1	69	2	5	 0.88000E+00
2000	27	1	69	2	4	 0.88000E+00
2000	28	1	15	1	3	 0.88000E+00
2000	28	1	15	1	2	 0.88000E+00
2000	28	1	15	1	1	 0.88000E+00
2000	28	1	15	2	6	 0.88000E+00
2000	28	1	15	2	5	 0.88000E+00
2000	28	1	15	2	4	 0.88000E+00
2000	28	1	69	1	3	 0.88000E+00
2000	28	1	69	1	2	 0.88000E+00
2000	28	1	69	1	1	 0.88000E+00
2000	28	1	69	2	6	 0.88000E+00
2000	28	1	69	2	5	 0.88000E+00
2000	28	1	69	2	4	 0.88000E+00
2000	29	1	15	1	3	 0.88000E+00
2000	29	1	15	1	2	 0.88000E+00
2000	29	1	15	1	1	 0.88000E+00
2000	29	1	15	2	6	 0.88000E+00
2000	29	1	15	2	5	 0.88000E+00
2000	29	1	15	2	4	 0.88000E+00
2000	29	1	69	1	3	 0.88000E+00
2000	29	1	69	1	2	 0.88000E+00
2000	29	1	69	1	1	 0.88000E+00
2000	29	1	69	2	6	 0.88000E+00
2000	29	1	69	2	5	 0.88000E+00
2000	29	1	69	2	4	 0.88000E+00
2000	30	1	15	1	3	 0.88000E+00
2000	30	1	15	1	2	 0.88000E+00
2000	30	1	15	1	1	 0.88000E+00
2000	30	1	15	2	6	 0.88000E+00
2000	30	1	15	2	5	 0.88000E+00
2000	30	1	15	2	4	 0.88000E+00
2000	30	1	69	1	3	 0.88000E+00
2000	30	1	69	1	2	 0.88000E+00
2000	30	1	69	1	1	 0.88000E+00
2000	30	1	69	2	6	 0.88000E+00
2000	30	1	69	2	5	 0.88000E+00
2000	30	1	69	2	4	 0.88000E+00
2000	31	1	15	1	3	 0.88000E+00
2000	31	1	15	1	2	 0.88000E+00
2000	31	1	15	1	1	 0.88000E+00
2000	31	1	15	2	6	 0.88000E+00
2000	31	1	15	2	5	 0.88000E+00
2000	31	1	15	2	4	 0.88000E+00
2000	31	1	69	1	3	 0.88000E+00
2000	31	1	69	1	2	 0.88000E+00
2000	31	1	69	1	1	 0.88000E+00
2000	31	1	69	2	6	 0.88000E+00
2000	31	1	69	2	5	 0.88000E+00
2000	31	1	69	2	4	 0.88000E+00
2000	32	1	15	1	3	 0.88000E+00
2000	32	1	15	1	2	 0.88000E+00
2000	32	1	15	1	1	 0.88000E+00
2000	32	1	15	2	6	 0.88000E+00
2000	32	1	15	2	5	 0.88000E+00
2000	32	1	15	2	4	 0.88000E+00
2000	32	1	69	1	3	 0.88000E+00
2000	32	1	69	1	2	 0.88000E+00
2000	32	1	69	1	1	 0.88000E+00
2000	32	1	69	2	6	 0.88000E+00
2000	32	1	69	2	5	 0.88000E+00
2000	32	1	69	2	4	 0.88000E+00
2000	33	1	15	1	3	 0.88000E+00
2000	33	1	15	1	2	 0.88000E+00
2000	33	1	15	1	1	 0.88000E+00
2000	33	1	15	2	6	 0.88000E+00
2000	33	1	15	2	5	 0.88000E+00
2000	33	1	15	2	4	 0.88000E+00
2000	33	1	69	1	3	 0.88000E+00
2000	33	1	69	1	2	 0.88000E+00
2000	33	1	69	1	1	 0.88000E+00
2000	33	1	69	2	6	 0.88000E+00
2000	33	1	69	2	5	 0.88000E+00
2000	33	1	69	2	4	 0.88000E+00
2000	34	1	15	1	3	 0.88000E+00
2000	34	1	15	1	2	 0.88000E+00
2000	34	1	15	1	1	 0.88000E+00
2000	34	1	15	2	6	 0.88000E+00
2000	34	1	15	2	5	 0.88000E+00
2000	34	1	15	2	4	 0.88000E+00
2000	34	1	69	1	3	 0.88000E+00
2000	34	1	69	1	2	 0.88000E+00
2000	34	1	69	1	1	 0.88000E+00
2000	34	1	69	2	6	 0.88000E+00
2000	34	1	69	2	5	 0.88000E+00
2000	34	1	69	2	4	 0.88000E+00
2000	35	1	15	1	3	 0.88000E+00
2000	35	1	15	1	2	 0.88000E+00
2000	35	1	15	1	1	 0.88000E+00
2000	35	1	15	2	6	 0.88000E+00
2000	35	1	15	2	5	 0.88000E+00
2000	35	1	15	2	4	 0.88000E+00
2000	35	1	69	1	3	 0.88000E+00
2000	35	1	69	1	2	 0.88000E+00
2000	35	1	69	1	1	 0.88000E+00
2000	35	1	69	2	6	 0.88000E+00
2000	35	1	69	2	5	 0.88000E+00
2000	35	1	69	2	4	 0.88000E+00
2000	36	1	15	1	3	 0.88000E+00
2000	36	1	15	1	2	 0.88000E+00
2000	36	1	15	1	1	 0.88000E+00
2000	36	1	15	2	6	 0.88000E+00
2000	36	1	15	2	5	 0.88000E+00
2000	36	1	15	2	4	 0.88000E+00
2000	36	1	69	1	3	 0.88000E+00
2000	36	1	69	1	2	 0.88000E+00
2000	36	1	69	1	1	 0.88000E+00
2000	36	1	69	2	6	 0.88000E+00
2000	36	1	69	2	5	 0.88000E+00
2000	36	1	69	2	4	 0.88000E+00
2000	37	1	15	1	3	 0.88000E+00
2000	37	1	15	1	2	 0.88000E+00
2000	37	1	15	1	1	 0.88000E+00
2000	37	1	15	2	6	 0.88000E+00
2000	37	1	15	2	5	 0.88000E+00
2000	37	1	15	2	4	 0.88000E+00
2000	37	1	69	1	3	 0.88000E+00
2000	37	1	69	1	2	 0.88000E+00
2000	37	1	69	1	1	 0.88000E+00
2000	37	1	69	2	6	 0.88000E+00
2000	37	1	69	2	5	 0.88000E+00
2000	37	1	69	2	4	 0.88000E+00
2000	38	1	15	1	3	 0.88000E+00
2000	38	1	15	1	2	 0.88000E+00
2000	38	1	15	1	1	 0.88000E+00
2000	38	1	15	2	6	 0.88000E+00
2000	38	1	15	2	5	 0.88000E+00
2000	38	1	15	2	4	 0.88000E+00
2000	38	1	69	1	3	 0.88000E+00
2000	38	1	69	1	2	 0.88000E+00
2000	38	1	69	1	1	 0.88000E+00
2000	38	1	69	2	6	 0.88000E+00
2000	38	1	69	2	5	 0.88000E+00
2000	38	1	69	2	4	 0.88000E+00
2000	39	1	15	1	3	 0.88000E+00
2000	39	1	15	1	2	 0.88000E+00
2000	39	1	15	1	1	 0.88000E+00
2000	39	1	15	2	6	 0.88000E+00
2000	39	1	15	2	5	 0.88000E+00
2000	39	1	15	2	4	 0.88000E+00
2000	39	1	69	1	3	 0.88000E+00
2000	39	1	69	1	2	 0.88000E+00
2000	39	1	69	1	1	 0.88000E+00
2000	39	1	69	2	6	 0.88000E+00
2000	39	1	69	2	5	 0.88000E+00
2000	39	1	69	2	4	 0.88000E+00
2000	40	1	15	1	3	 0.88000E+00
2000	40	1	15	1	2	 0.88000E+00
2000	40	1	15	1	1	 0.88000E+00
2000	40	1	15	2	6	 0.88000E+00
2000	40	1	15	2	5	 0.88000E+00
2000	40	1	15	2	4	 0.88000E+00
2000	40	1	69	1	3	 0.88000E+00
2000	40	1	69	1	2	 0.88000E+00
2000	40	1	69	1	1	 0.88000E+00
2000	40	1	69	2	6	 0.88000E+00
2000	40	1	69	2	5	 0.88000E+00
2000	40	1	69	2	4	 0.88000E+00
2000	41	1	15	1	3	 0.88000E+00
2000	41	1	15	1	2	 0.88000E+00
2000	41	1	15	1	1	 0.88000E+00
2000	41	1	15	2	6	 0.88000E+00
2000	41	1	15	2	5	 0.88000E+00
2000	41	1	15	2	4	 0.88000E+00
2000	41	1	69	1	3	 0.88000E+00
2000	41	1	69	1	2	 0.88000E+00
2000	41	1	69	1	1	 0.88000E+00
2000	41	1	69	2	6	 0.88000E+00
2000	41	1	69	2	5	 0.88000E+00
2000	41	1	69	2	4	 0.88000E+00
2000	42	1	15	1	3	 0.88000E+00
2000	42	1	15	1	2	 0.88000E+00
2000	42	1	15	1	1	 0.88000E+00
2000	42	1	15	2	6	 0.88000E+00
2000	42	1	15	2	5	 0.88000E+00
2000	42	1	15	2	4	 0.88000E+00
2000	42	1	69	1	3	 0.88000E+00
2000	42	1	69	1	2	 0.88000E+00
2000	42	1	69	1	1	 0.88000E+00
2000	42	1	69	2	6	 0.88000E+00
2000	42	1	69	2	5	 0.88000E+00
2000	42	1	69	2	4	 0.88000E+00
2000	43	1	15	1	3	 0.88000E+00
2000	43	1	15	1	2	 0.88000E+00
2000	43	1	15	1	1	 0.88000E+00
2000	43	1	15	2	6	 0.88000E+00
2000	43	1	15	2	5	 0.88000E+00
2000	43	1	15	2	4	 0.88000E+00
2000	43	1	69	1	3	 0.88000E+00
2000	43	1	69	1	2	 0.88000E+00
2000	43	1	69	1	1	 0.88000E+00
2000	43	1	69	2	6	 0.88000E+00
2000	43	1	69	2	5	 0.88000E+00
2000	43	1	69	2	4	 0.88000E+00
2000	44	1	15	1	3	 0.88000E+00
2000	44	1	15	1	2	 0.88000E+00
2000	44	1	15	1	1	 0.88000E+00
2000	44	1	15	2	6	 0.88000E+00
2000	44	1	15	2	5	 0.88000E+00
2000	44	1	15	2	4	 0.88000E+00
2000	44	1	69	1	3	 0.88000E+00
2000	44	1	69	1	2	 0.88000E+00
2000	44	1	69	1	1	 0.88000E+00
2000	44	1	69	2	6	 0.88000E+00
2000	44	1	69	2	5	 0.88000E+00
2000	44	1	69	2	4	 0.88000E+00
2000	45	1	15	1	3	 0.88000E+00
2000	45	1	15	1	2	 0.88000E+00
2000	45	1	15	1	1	 0.88000E+00
2000	45	1	15	2	6	 0.88000E+00
2000	45	1	15	2	5	 0.88000E+00
2000	45	1	15	2	4	 0.88000E+00
2000	45	1	69	1	3	 0.88000E+00
2000	45	1	69	1	2	 0.88000E+00
2000	45	1	69	1	1	 0.88000E+00
2000	45	1	69	2	6	 0.88000E+00
2000	45	1	69	2	5	 0.88000E+00
2000	45	1	69	2	4	 0.88000E+00
2000	46	1	15	1	3	 0.88000E+00
2000	46	1	15	1	2	 0.88000E+00
2000	46	1	15	1	1	 0.88000E+00
2000	46	1	15	2	6	 0.88000E+00
2000	46	1	15	2	5	 0.88000E+00
2000	46	1	15	2	4	 0.88000E+00
2000	46	1	69	1	3	 0.88000E+00
2000	46	1	69	1	2	 0.88000E+00
2000	46	1	69	1	1	 0.88000E+00
2000	46	1	69	2	6	 0.88000E+00
2000	46	1	69	2	5	 0.88000E+00
2000	46	1	69	2	4	 0.88000E+00
2000	47	1	15	1	3	 0.88000E+00
2000	47	1	15	1	2	 0.88000E+00
2000	47	1	15	1	1	 0.88000E+00
2000	47	1	15	2	6	 0.88000E+00
2000	47	1	15	2	5	 0.88000E+00
2000	47	1	15	2	4	 0.88000E+00
2000	47	1	69	1	3	 0.88000E+00
2000	47	1	69	1	2	 0.88000E+00
2000	47	1	69	1	1	 0.88000E+00
2000	47	1	69	2	6	 0.88000E+00
2000	47	1	69	2	5	 0.88000E+00
2000	47	1	69	2	4	 0.88000E+00
2000	48	1	15	1	3	 0.88000E+00
2000	48	1	15	1	2	 0.88000E+00
2000	48	1	15	1	1	 0.88000E+00
2000	48	1	15	2	6	 0.88000E+00
2000	48	1	15	2	5	 0.88000E+00
2000	48	1	15	2	4	 0.88000E+00
2000	48	1	69	1	3	 0.88000E+00
2000	48	1	69	1	2	 0.88000E+00
2000	48	1	69	1	1	 0.88000E+00
2000	48	1	69	2	6	 0.88000E+00
2000	48	1	69	2	5	 0.88000E+00
2000	48	1	69	2	4	 0.88000E+00
2000	49	1	15	1	3	 0.88000E+00
2000	49	1	15	1	2	 0.88000E+00
2000	49	1	15	1	1	 0.88000E+00
2000	49	1	15	2	6	 0.88000E+00
2000	49	1	15	2	5	 0.88000E+00
2000	49	1	15	2	4	 0.88000E+00
2000	49	1	69	1	3	 0.88000E+00
2000	49	1	69	1	2	 0.88000E+00
2000	49	1	69	1	1	 0.88000E+00
2000	49	1	69	2	6	 0.88000E+00
2000	49	1	69	2	5	 0.88000E+00
2000	49	1	69	2	4	 0.88000E+00
2000	50	1	15	1	3	 0.88000E+00
2000	50	1	15	1	2	 0.88000E+00
2000	50	1	15	1	1	 0.88000E+00
2000	50	1	15	2	6	 0.88000E+00
2000	50	1	15	2	5	 0.88000E+00
2000	50	1	15	2	4	 0.88000E+00
2000	50	1	69	1	3	 0.88000E+00
2000	50	1	69	1	2	 0.88000E+00
2000	50	1	69	1	1	 0.88000E+00
2000	50	1	69	2	6	 0.88000E+00
2000	50	1	69	2	5	 0.88000E+00
2000	50	1	69	2	4	 0.88000E+00
2000	51	1	15	1	3	 0.88000E+00
2000	51	1	15	1	2	 0.88000E+00
2000	51	1	15	1	1	 0.88000E+00
2000	51	1	15	2	6	 0.88000E+00
2000	51	1	15	2	5	 0.88000E+00
2000	51	1	15	2	4	 0.88000E+00
2000	51	1	69	1	3	 0.88000E+00
2000	51	1	69	1	2	 0.88000E+00
2000	51	1	69	1	1	 0.88000E+00
2000	51	1	69	2	6	 0.88000E+00
2000	51	1	69	2	5	 0.88000E+00
2000	51	1	69	2	4	 0.88000E+00
2000	52	1	15	1	3	 0.88000E+00
2000	52	1	15	1	2	 0.88000E+00
2000	52	1	15	1	1	 0.88000E+00
2000	52	1	15	2	6	 0.88000E+00
2000	52	1	15	2	5	 0.88000E+00
2000	52	1	15	2	4	 0.88000E+00
2000	52	1	69	1	3	 0.88000E+00
2000	52	1	69	1	2	 0.88000E+00
2000	52	1	69	1	1	 0.88000E+00
2000	52	1	69	2	6	 0.88000E+00
2000	52	1	69	2	5	 0.88000E+00
2000	52	1	69	2	4	 0.88000E+00
2000	53	1	15	1	3	 0.88000E+00
2000	53	1	15	1	2	 0.88000E+00
2000	53	1	15	1	1	 0.88000E+00
2000	53	1	15	2	6	 0.88000E+00
2000	53	1	15	2	5	 0.88000E+00
2000	53	1	15	2	4	 0.88000E+00
2000	53	1	69	1	3	 0.88000E+00
2000	53	1	69	1	2	 0.88000E+00
