Output file TC-wise cloud fraction (-)
Year	Day	Timestep	Subbasin	LU	TC	value
2000	292	1	15	2	4	 0.20012E+00
2000	292	1	69	1	3	 0.95636E-01
2000	292	1	69	1	2	 0.95636E-01
2000	292	1	69	1	1	 0.95636E-01
2000	292	1	69	2	6	 0.95636E-01
2000	292	1	69	2	5	 0.95636E-01
2000	292	1	69	2	4	 0.95636E-01
2000	293	1	15	1	3	 0.13412E+00
2000	293	1	15	1	2	 0.13412E+00
2000	293	1	15	1	1	 0.13412E+00
2000	293	1	15	2	6	 0.13412E+00
2000	293	1	15	2	5	 0.13412E+00
2000	293	1	15	2	4	 0.13412E+00
2000	293	1	69	1	3	 0.13578E+00
2000	293	1	69	1	2	 0.13578E+00
2000	293	1	69	1	1	 0.13578E+00
2000	293	1	69	2	6	 0.13578E+00
2000	293	1	69	2	5	 0.13578E+00
2000	293	1	69	2	4	 0.13578E+00
2000	294	1	15	1	3	 0.27603E+00
2000	294	1	15	1	2	 0.27603E+00
2000	294	1	15	1	1	 0.27603E+00
2000	294	1	15	2	6	 0.27603E+00
2000	294	1	15	2	5	 0.27603E+00
2000	294	1	15	2	4	 0.27603E+00
2000	294	1	69	1	3	 0.14523E+00
2000	294	1	69	1	2	 0.14523E+00
2000	294	1	69	1	1	 0.14523E+00
2000	294	1	69	2	6	 0.14523E+00
2000	294	1	69	2	5	 0.14523E+00
2000	294	1	69	2	4	 0.14523E+00
2000	295	1	15	1	3	 0.18806E+00
2000	295	1	15	1	2	 0.18806E+00
2000	295	1	15	1	1	 0.18806E+00
2000	295	1	15	2	6	 0.18806E+00
2000	295	1	15	2	5	 0.18806E+00
2000	295	1	15	2	4	 0.18806E+00
2000	295	1	69	1	3	 0.15783E+00
2000	295	1	69	1	2	 0.15783E+00
2000	295	1	69	1	1	 0.15783E+00
2000	295	1	69	2	6	 0.15783E+00
2000	295	1	69	2	5	 0.15783E+00
2000	295	1	69	2	4	 0.15783E+00
2000	296	1	15	1	3	 0.75738E-01
2000	296	1	15	1	2	 0.75738E-01
2000	296	1	15	1	1	 0.75738E-01
2000	296	1	15	2	6	 0.75738E-01
2000	296	1	15	2	5	 0.75738E-01
2000	296	1	15	2	4	 0.75738E-01
2000	296	1	69	1	3	 0.96036E-01
2000	296	1	69	1	2	 0.96036E-01
2000	296	1	69	1	1	 0.96036E-01
2000	296	1	69	2	6	 0.96036E-01
2000	296	1	69	2	5	 0.96036E-01
2000	296	1	69	2	4	 0.96036E-01
2000	297	1	15	1	3	 0.11370E+00
2000	297	1	15	1	2	 0.11370E+00
2000	297	1	15	1	1	 0.11370E+00
2000	297	1	15	2	6	 0.11370E+00
2000	297	1	15	2	5	 0.11370E+00
2000	297	1	15	2	4	 0.11370E+00
2000	297	1	69	1	3	 0.64915E-01
2000	297	1	69	1	2	 0.64915E-01
2000	297	1	69	1	1	 0.64915E-01
2000	297	1	69	2	6	 0.64915E-01
