Subasin-ID	year	day	hour	qlateral(m**3/s)	inflow(m**3/s)	evap(m**3)	prec(m**3)	intake(m**3/s)	overflow(m**3/s)	qbottom(m**3/s)	qout(m**3/s)	withdrawal(m**3/s)	elevation(m)	area(m**2)	volume(m**3)
    15	  2000	    14	     1	     0.000	   110.337	      65168.0	      15788.7	    36.000	    73.886	     0.000	   109.886	     0.020	   447.271	    10264918.0	    88634152.0	
    15	  2000	    15	     1	     0.000	   112.806	      66152.2	       9473.2	    36.000	    76.215	     0.000	   112.215	     0.020	   447.270	    10264312.0	    88626848.0	
    15	  2000	    16	     1	     0.000	   115.166	      65215.4	       6315.5	    36.000	    78.490	     0.000	   114.490	     0.020	   447.270	    10264129.0	    88624632.0	
    15	  2000	    17	     1	     0.000	   117.451	      60710.0	      50523.7	    36.000	    80.750	     0.000	   116.750	     0.020	   447.276	    10268168.0	    88673344.0	
    15	  2000	    18	     1	     0.000	   120.117	      40321.5	     111573.1	    36.000	    83.979	     0.000	   119.979	     0.020	   447.286	    10274919.0	    88754776.0	
    15	  2000	    19	     1	     0.000	   122.417	      28190.1	      98942.2	    36.000	    87.222	     0.000	   123.222	     0.020	   447.286	    10274877.0	    88754280.0	
    15	  2000	    20	     1	     0.000	   123.675	      46033.5	      33682.5	    36.000	    88.474	     0.000	   124.474	     0.020	   447.276	    10267989.0	    88671176.0	
    15	  2000	    21	     1	     0.000	   125.184	      56269.6	      23156.7	    36.000	    89.021	     0.000	   125.021	     0.020	   447.273	    10266267.0	    88650416.0	
    15	  2000	    22	     1	     0.000	   126.869	      60768.5	       7368.0	    36.000	    90.465	     0.000	   126.465	     0.020	   447.270	    10264585.0	    88630128.0	
    15	  2000	    23	     1	     0.000	   128.677	      59940.3	       3157.7	    36.000	    92.039	     0.000	   128.039	     0.020	   447.270	    10264304.0	    88626744.0	
    15	  2000	    24	     1	     0.000	   130.253	      63622.2	       6315.5	    36.000	    93.576	     0.000	   129.576	     0.020	   447.270	    10264261.0	    88626224.0	
    15	  2000	    25	     1	     0.000	   131.897	      62841.9	      14736.1	    36.000	    95.213	     0.000	   131.213	     0.020	   447.271	    10265024.0	    88635424.0	
    15	  2000	    26	     1	     0.000	   133.459	      61684.0	      10525.8	    36.000	    96.883	     0.000	   132.883	     0.020	   447.271	    10264770.0	    88632368.0	
    15	  2000	    27	     1	     0.000	   135.016	      57701.2	      15788.7	    36.000	    98.404	     0.000	   134.404	     0.020	   447.272	    10265537.0	    88641616.0	
    15	  2000	    28	     1	     0.000	   136.650	      48432.5	      86311.3	    36.000	   100.145	     0.000	   136.145	     0.020	   447.282	    10272153.0	    88721408.0	
    15	  2000	    29	     1	     0.000	   138.183	      40821.1	     184200.9	    36.000	   102.602	     0.000	   138.602	     0.020	   447.295	    10280897.0	    88826904.0	
    15	  2000	    30	     1	     0.000	   139.776	      31334.3	     103152.5	    36.000	   105.416	     0.000	   141.416	     0.020	   447.286	    10274966.0	    88755344.0	
    15	  2000	    31	     1	     0.000	   140.794	      38006.4	     137887.5	    36.000	   105.605	     0.000	   141.605	     0.020	   447.290	    10277292.0	    88783408.0	
    15	  2000	    32	     1	     0.000	   141.949	      40939.1	      52628.8	    36.000	   107.085	     0.000	   143.085	     0.020	   447.279	    10269981.0	    88695216.0	
    15	  2000	    33	     1	     0.000	   142.812	      51416.9	      23156.7	    36.000	   106.927	     0.000	   142.927	     0.020	   447.274	    10266669.0	    88655264.0	
    15	  2000	    34	     1	     0.000	   143.916	      56921.5	      11578.3	    36.000	   107.568	     0.000	   143.568	     0.020	   447.271	    10265253.0	    88638184.0	
    15	  2000	    35	     1	     0.000	   145.051	      62690.6	       5262.9	    36.000	   108.506	     0.000	   144.506	     0.020	   447.270	    10264251.0	    88626104.0	
    15	  2000	    36	     1	     0.000	   146.461	      61226.2	       8420.6	    36.000	   109.777	     0.000	   145.777	     0.020	   447.270	    10264634.0	    88630720.0	
    15	  2000	    37	     1	     0.000	   147.857	      59786.7	       2105.2	    36.000	   111.226	     0.000	   147.226	     0.020	   447.270	    10264230.0	    88625848.0	
    15	  2000	    38	     1	     0.000	   149.635	      46867.7	      56839.1	    36.000	   112.947	     0.000	   148.947	     0.020	   447.278	    10269839.0	    88693496.0	
    15	  2000	    39	     1	     0.000	   151.916	      25445.0	     205252.5	    36.000	   116.011	     0.000	   152.011	     0.020	   447.300	    10283915.0	    88863336.0	
    15	  2000	    40	     1	     0.000	   153.369	      32145.4	     156833.9	    36.000	   119.431	     0.000	   155.431	     0.020	   447.293	    10279348.0	    88808216.0	
    15	  2000	    41	     1	     0.000	   155.646	      19151.9	     167359.7	    36.000	   121.069	     0.000	   157.069	     0.020	   447.296	    10281297.0	    88831736.0	
    15	  2000	    42	     1	     0.000	   157.302	      22996.8	     121046.3	    36.000	   122.998	     0.000	   158.998	     0.020	   447.290	    10277140.0	    88781576.0	
    15	  2000	    43	     1	     0.000	   158.620	      32115.4	     141045.3	    36.000	   123.735	     0.000	   159.735	     0.020	   447.291	    10278042.0	    88792456.0	
    15	  2000	    44	     1	     0.000	   160.954	      26940.3	     168412.3	    36.000	   126.195	     0.000	   162.195	     0.020	   447.295	    10280739.0	    88825000.0	
    15	  2000	    45	     1	     0.000	   168.483	      18277.0	     248408.1	    36.000	   134.101	     0.000	   170.101	     0.020	   447.306	    10288085.0	    88913656.0	
    15	  2000	    46	     1	     0.000	   180.206	      32746.8	      88416.4	    36.000	   146.849	     0.000	   182.849	     0.020	   447.284	    10273628.0	    88739200.0	
    15	  2000	    47	     1	     0.000	   192.706	      36692.9	      31577.3	    36.000	   157.330	     0.000	   193.330	     0.020	   447.276	    10268588.0	    88678416.0	
    15	  2000	    48	     1	     0.000	   201.002	      49778.8	       8420.6	    36.000	   164.923	     0.000	   200.923	     0.020	   447.272	    10265583.0	    88642168.0	
    15	  2000	    49	     1	     0.000	   201.325	      52798.2	       7368.0	    36.000	   164.827	     0.000	   200.827	     0.020	   447.271	    10265245.0	    88638096.0	
    15	  2000	    50	     1	     0.000	   201.161	      52794.2	       8420.6	    36.000	   164.615	     0.000	   200.615	     0.020	   447.271	    10265333.0	    88639152.0	
    15	  2000	    51	     1	     0.000	   200.630	      60300.1	      19999.0	    36.000	   164.096	     0.000	   200.096	     0.020	   447.272	    10265671.0	    88643224.0	
    15	  2000	    52	     1	     0.000	   200.972	      46921.0	      14736.1	    36.000	   164.486	     0.000	   200.486	     0.020	   447.273	    10266344.0	    88651344.0	
    15	  2000	    53	     1	     0.000	   200.280	      54233.4	       8420.6	    36.000	   163.887	     0.000	   199.887	     0.020	   447.271	    10265213.0	    88637712.0	
    15	  2000	    54	     1	     0.000	   199.582	      56795.4	       5262.9	    36.000	   163.032	     0.000	   199.032	     0.020	   447.271	    10264739.0	    88631992.0	
    15	  2000	    55	     1	     0.000	   198.739	      57109.4	       6315.5	    36.000	   162.123	     0.000	   198.123	     0.020	   447.271	    10264801.0	    88632736.0	
    15	  2000	    56	     1	     0.000	   197.742	      56680.9	       9473.2	    36.000	   161.134	     0.000	   197.134	     0.020	   447.271	    10265098.0	    88636320.0	
    15	  2000	    57	     1	     0.000	   198.046	      59223.8	       6315.5	    36.000	   161.480	     0.000	   197.480	     0.020	   447.270	    10264625.0	    88630616.0	
    15	  2000	    58	     1	     0.000	   200.172	      54359.3	       9473.2	    36.000	   163.540	     0.000	   199.540	     0.020	   447.271	    10265291.0	    88638640.0	
    15	  2000	    59	     1	     0.000	   202.153	      51065.4	      12630.9	    36.000	   165.614	     0.000	   201.614	     0.020	   447.272	    10265826.0	    88645096.0	
    15	  2000	    60	     1	     0.000	   203.701	      53658.1	      10525.8	    36.000	   167.236	     0.000	   203.236	     0.020	   447.272	    10265436.0	    88640392.0	
    15	  2000	    61	     1	     0.000	   205.002	      57651.0	       1052.6	    36.000	   168.483	     0.000	   204.483	     0.020	   447.270	    10264319.0	    88626928.0	
    15	  2000	    62	     1	     0.000	   206.422	      54908.2	       2105.2	    36.000	   169.747	     0.000	   205.747	     0.020	   447.270	    10264634.0	    88630728.0	
    15	  2000	    63	     1	     0.000	   207.735	      51135.5	      10525.8	    36.000	   171.104	     0.000	   207.104	     0.020	   447.272	    10265645.0	    88642920.0	
    15	  2000	    64	     1	     0.000	   209.253	      39445.5	       5262.9	    36.000	   172.762	     0.000	   208.762	     0.020	   447.273	    10266178.0	    88649344.0	
    15	  2000	    65	     1	     0.000	   210.090	      40501.7	       4210.3	    36.000	   173.675	     0.000	   209.675	     0.020	   447.272	    10266004.0	    88647240.0	
    15	  2000	    66	     1	     0.000	   210.853	      40588.4	       5262.9	    36.000	   174.413	     0.000	   210.413	     0.020	   447.273	    10266083.0	    88648200.0	
    15	  2000	    67	     1	     0.000	   211.430	      42493.1	       7368.0	    36.000	   175.001	     0.000	   211.001	     0.020	   447.273	    10266100.0	    88648400.0	
    15	  2000	    68	     1	     0.000	   211.601	      51500.2	       8420.6	    36.000	   175.174	     0.000	   211.174	     0.020	   447.272	    10265440.0	    88640448.0	
    15	  2000	    69	     1	     0.000	   212.178	      49162.9	       8420.6	    36.000	   175.660	     0.000	   211.660	     0.020	   447.272	    10265634.0	    88642784.0	
    15	  2000	    70	     1	     0.000	   212.473	      51445.4	      19999.0	    36.000	   175.981	     0.000	   211.981	     0.020	   447.273	    10266405.0	    88652080.0	
    15	  2000	    71	     1	     0.000	   212.732	      52818.0	      13683.5	    36.000	   176.348	     0.000	   212.348	     0.020	   447.272	    10265767.0	    88644392.0	
    15	  2000	    72	     1	     0.000	   213.001	      52361.6	       8420.6	    36.000	   176.528	     0.000	   212.528	     0.020	   447.272	    10265369.0	    88639584.0	
    15	  2000	    73	     1	     0.000	   214.104	      31417.2	      18946.4	    36.000	   177.575	     0.000	   213.575	     0.020	   447.276	    10267978.0	    88671056.0	
    15	  2000	    74	     1	     0.000	   213.214	      54674.4	       5262.9	    36.000	   177.050	     0.000	   213.050	     0.020	   447.271	    10264916.0	    88634120.0	
    15	  2000	    75	     1	     0.000	   213.380	      52590.3	       7368.0	    36.000	   176.788	     0.000	   212.788	     0.020	   447.271	    10265262.0	    88638304.0	
    15	  2000	    76	     1	     0.000	   213.563	      48961.0	      17893.8	    36.000	   177.020	     0.000	   213.020	     0.020	   447.273	    10266437.0	    88652464.0	
    15	  2000	    77	     1	     0.000	   213.677	      45839.9	      10525.8	    36.000	   177.297	     0.000	   213.297	     0.020	   447.273	    10266085.0	    88648216.0	
    15	  2000	    78	     1	     0.000	   213.676	      44316.2	      11578.3	    36.000	   177.247	     0.000	   213.247	     0.020	   447.273	    10266298.0	    88650792.0	
    15	  2000	    79	     1	     0.000	   213.380	      48568.2	      21051.5	    36.000	   176.981	     0.000	   212.981	     0.020	   447.274	    10266730.0	    88656008.0	
    15	  2000	    80	     1	     0.000	   213.630	      39517.5	      69470.1	    36.000	   177.291	     0.000	   213.291	     0.020	   447.281	    10271496.0	    88713480.0	
    15	  2000	    81	     1	     0.000	   213.510	      38236.8	      16841.2	    36.000	   177.836	     0.000	   213.836	     0.020	   447.274	    10267239.0	    88662136.0	
    15	  2000	    82	     1	     0.000	   212.587	      54788.2	          0.0	    36.000	   176.319	     0.000	   212.319	     0.020	   447.270	    10264469.0	    88628736.0	
    15	  2000	    83	     1	     0.000	   212.595	      49573.1	          0.0	    36.000	   175.941	     0.000	   211.941	     0.020	   447.271	    10264902.0	    88633952.0	
    15	  2000	    84	     1	     0.000	   212.647	      42839.2	       3157.7	    36.000	   176.054	     0.000	   212.054	     0.020	   447.272	    10265722.0	    88643848.0	
    15	  2000	    85	     1	     0.000	   212.055	      50341.8	          0.0	    36.000	   175.576	     0.000	   211.576	     0.020	   447.271	    10264838.0	    88633184.0	
    15	  2000	    86	     1	     0.000	   211.531	      55695.3	          0.0	    36.000	   174.929	     0.000	   210.929	     0.020	   447.270	    10264394.0	    88627832.0	
    15	  2000	    87	     1	     0.000	   211.400	      51425.4	          0.0	    36.000	   174.736	     0.000	   210.736	     0.020	   447.271	    10264749.0	    88632104.0	
    15	  2000	    88	     1	     0.000	   211.441	      42541.1	       2105.2	    36.000	   174.826	     0.000	   210.826	     0.020	   447.272	    10265660.0	    88643096.0	
    15	  2000	    89	     1	     0.000	   211.136	      40870.9	       6315.5	    36.000	   174.648	     0.000	   210.648	     0.020	   447.273	    10266148.0	    88648976.0	
    15	  2000	    90	     1	     0.000	   210.679	      42000.1	       6315.5	    36.000	   174.259	     0.000	   210.259	     0.020	   447.273	    10266053.0	    88647840.0	
    15	  2000	    91	     1	     0.000	   210.281	      41053.8	       3157.7	    36.000	   173.848	     0.000	   209.848	     0.020	   447.272	    10265870.0	    88645632.0	
    15	  2000	    92	     1	     0.000	   209.820	      40862.0	       1052.6	    36.000	   173.361	     0.000	   209.361	     0.020	   447.272	    10265712.0	    88643720.0	
    15	  2000	    93	     1	     0.000	   209.091	      46223.4	       1052.6	    36.000	   172.610	     0.000	   208.610	     0.020	   447.271	    10265267.0	    88638360.0	
    15	  2000	    94	     1	     0.000	   208.502	      47729.4	          0.0	    36.000	   171.959	     0.000	   207.959	     0.020	   447.271	    10265055.0	    88635800.0	
    15	  2000	    95	     1	     0.000	   207.950	      47808.0	          0.0	    36.000	   171.378	     0.000	   207.378	     0.020	   447.271	    10265048.0	    88635720.0	
    15	  2000	    96	     1	     0.000	   207.413	      47001.1	          0.0	    36.000	   170.839	     0.000	   206.839	     0.020	   447.271	    10265115.0	    88636528.0	
    15	  2000	    97	     1	     0.000	   206.576	      52602.6	          0.0	    36.000	   170.012	     0.000	   206.012	     0.020	   447.270	    10264651.0	    88630928.0	
    15	  2000	    98	     1	     0.000	   205.971	      52311.2	          0.0	    36.000	   169.342	     0.000	   205.342	     0.020	   447.270	    10264675.0	    88631216.0	
    15	  2000	    99	     1	     0.000	   205.309	      52829.3	          0.0	    36.000	   168.684	     0.000	   204.684	     0.020	   447.270	    10264632.0	    88630696.0	
    15	  2000	   100	     1	     0.000	   204.947	      45857.9	          0.0	    36.000	   168.316	     0.000	   204.316	     0.020	   447.271	    10265210.0	    88637672.0	
    15	  2000	   101	     1	     0.000	   204.294	      45178.2	          0.0	    36.000	   167.743	     0.000	   203.743	     0.020	   447.271	    10265266.0	    88638352.0	
    15	  2000	   102	     1	     0.000	   203.904	      37859.6	          0.0	    36.000	   167.361	     0.000	   203.361	     0.020	   447.272	    10265873.0	    88645672.0	
    15	  2000	   103	     1	     0.000	   202.652	      50303.9	          0.0	    36.000	   166.194	     0.000	   202.194	     0.020	   447.271	    10264842.0	    88633224.0	
    15	  2000	   104	     1	     0.000	   201.957	      49289.3	          0.0	    36.000	   165.355	     0.000	   201.355	     0.020	   447.271	    10264925.0	    88634240.0	
    15	  2000	   105	     1	     0.000	   201.173	      49989.8	          0.0	    36.000	   164.582	     0.000	   200.582	     0.020	   447.271	    10264867.0	    88633536.0	
    15	  2000	   106	     1	     0.000	   200.304	      52330.4	          0.0	    36.000	   163.705	     0.000	   199.705	     0.020	   447.270	    10264674.0	    88631200.0	
    15	  2000	   107	     1	     0.000	   199.534	      52011.1	          0.0	    36.000	   162.909	     0.000	   198.909	     0.020	   447.270	    10264700.0	    88631520.0	
    15	  2000	   108	     1	     0.000	   198.832	      49767.6	          0.0	    36.000	   162.210	     0.000	   198.210	     0.020	   447.271	    10264886.0	    88633760.0	
    15	  2000	   109	     1	     0.000	   198.383	      41206.0	       1052.6	    36.000	   161.787	     0.000	   197.787	     0.020	   447.272	    10265683.0	    88643376.0	
    15	  2000	   110	     1	     0.000	   197.383	      45426.2	          0.0	    36.000	   160.898	     0.000	   196.898	     0.020	   447.271	    10265246.0	    88638104.0	
    15	  2000	   111	     1	     0.000	   196.889	      37349.5	       5262.9	    36.000	   160.343	     0.000	   196.343	     0.020	   447.273	    10266352.0	    88651440.0	
    15	  2000	   112	     1	     0.000	   196.166	      34480.4	       5262.9	    36.000	   159.774	     0.000	   195.774	     0.020	   447.273	    10266590.0	    88654312.0	
    15	  2000	   113	     1	     0.000	   195.217	      36787.1	          0.0	    36.000	   158.859	     0.000	   194.859	     0.020	   447.272	    10265962.0	    88646744.0	
    15	  2000	   114	     1	     0.000	   194.082	      43368.7	          0.0	    36.000	   157.636	     0.000	   193.636	     0.020	   447.272	    10265417.0	    88640160.0	
    15	  2000	   115	     1	     0.000	   193.359	      39929.6	          0.0	    36.000	   156.837	     0.000	   192.837	     0.020	   447.272	    10265702.0	    88643600.0	
    15	  2000	   116	     1	     0.000	   192.218	      46403.4	          0.0	    36.000	   155.736	     0.000	   191.736	     0.020	   447.271	    10265165.0	    88637128.0	
    15	  2000	   117	     1	     0.000	   191.241	      48798.9	          0.0	    36.000	   154.684	     0.000	   190.684	     0.020	   447.271	    10264966.0	    88634728.0	
    15	  2000	   118	     1	     0.000	   190.298	      50283.2	          0.0	    36.000	   153.713	     0.000	   189.713	     0.020	   447.271	    10264844.0	    88633248.0	
    15	  2000	   119	     1	     0.000	   189.688	      43562.8	          0.0	    36.000	   153.086	     0.000	   189.086	     0.020	   447.272	    10265400.0	    88639968.0	
    15	  2000	   120	     1	     0.000	   188.881	      41474.8	          0.0	    36.000	   152.357	     0.000	   188.357	     0.020	   447.272	    10265574.0	    88642056.0	
    15	  2000	   121	     1	     0.000	   187.905	      43367.9	          0.0	    36.000	   151.405	     0.000	   187.405	     0.020	   447.272	    10265417.0	    88640160.0	
    15	  2000	   122	     1	     0.000	   187.133	      40194.4	          0.0	    36.000	   150.611	     0.000	   186.611	     0.020	   447.272	    10265680.0	    88643336.0	
    15	  2000	   123	     1	     0.000	   185.860	      49148.0	          0.0	    36.000	   149.375	     0.000	   185.375	     0.020	   447.271	    10264937.0	    88634376.0	
    15	  2000	   124	     1	     0.000	   185.200	      43015.6	          0.0	    36.000	   148.611	     0.000	   184.611	     0.020	   447.272	    10265446.0	    88640512.0	
    15	  2000	   125	     1	     0.000	   184.488	      38038.9	          0.0	    36.000	   147.970	     0.000	   183.970	     0.020	   447.272	    10265858.0	    88645488.0	
    15	  2000	   126	     1	     0.000	   183.560	      38275.6	          0.0	    36.000	   147.100	     0.000	   183.100	     0.020	   447.272	    10265839.0	    88645256.0	
    15	  2000	   127	     1	     0.000	   182.552	      40445.1	          0.0	    36.000	   146.089	     0.000	   182.089	     0.020	   447.272	    10265659.0	    88643080.0	
    15	  2000	   128	     1	     0.000	   181.724	      38106.6	          0.0	    36.000	   145.236	     0.000	   181.236	     0.020	   447.272	    10265853.0	    88645424.0	
    15	  2000	   129	     1	     0.000	   181.072	      31353.0	       1052.6	    36.000	   144.611	     0.000	   180.611	     0.020	   447.273	    10266500.0	    88653224.0	
    15	  2000	   130	     1	     0.000	   180.012	      34702.8	          0.0	    36.000	   143.641	     0.000	   179.641	     0.020	   447.273	    10266135.0	    88648824.0	
    15	  2000	   131	     1	     0.000	   178.728	      43634.3	          0.0	    36.000	   142.307	     0.000	   178.307	     0.020	   447.272	    10265395.0	    88639896.0	
    15	  2000	   132	     1	     0.000	   177.769	      44500.6	          0.0	    36.000	   141.244	     0.000	   177.244	     0.020	   447.271	    10265323.0	    88639024.0	
    15	  2000	   133	     1	     0.000	   177.150	      36854.5	          0.0	    36.000	   140.615	     0.000	   176.615	     0.020	   447.272	    10265957.0	    88646672.0	
    15	  2000	   134	     1	     0.000	   176.270	      35728.8	       1052.6	    36.000	   139.823	     0.000	   175.823	     0.020	   447.273	    10266137.0	    88648848.0	
    15	  2000	   135	     1	     0.000	   175.114	      41572.3	          0.0	    36.000	   138.693	     0.000	   174.693	     0.020	   447.272	    10265565.0	    88641952.0	
    15	  2000	   136	     1	     0.000	   174.123	      43278.8	          0.0	    36.000	   137.622	     0.000	   173.622	     0.020	   447.272	    10265424.0	    88640248.0	
    15	  2000	   137	     1	     0.000	   173.176	      43912.4	          0.0	    36.000	   136.655	     0.000	   172.655	     0.020	   447.272	    10265372.0	    88639616.0	
    15	  2000	   138	     1	     0.000	   172.264	      43678.6	          0.0	    36.000	   135.736	     0.000	   171.736	     0.020	   447.272	    10265391.0	    88639848.0	
    15	  2000	   139	     1	     0.000	   171.358	      43329.7	          0.0	    36.000	   134.832	     0.000	   170.832	     0.020	   447.272	    10265420.0	    88640200.0	
    15	  2000	   140	     1	     0.000	   170.418	      43842.6	          0.0	    36.000	   133.897	     0.000	   169.897	     0.020	   447.272	    10265378.0	    88639688.0	
    15	  2000	   141	     1	     0.000	   169.447	      45213.5	          0.0	    36.000	   132.919	     0.000	   168.919	     0.020	   447.271	    10265263.0	    88638312.0	
    15	  2000	   142	     1	     0.000	   168.754	      39465.1	          0.0	    36.000	   132.210	     0.000	   168.210	     0.020	   447.272	    10265740.0	    88644064.0	
    15	  2000	   143	     1	     0.000	   167.630	      44807.4	          0.0	    36.000	   131.153	     0.000	   167.153	     0.020	   447.271	    10265297.0	    88638720.0	
    15	  2000	   144	     1	     0.000	   167.041	      36413.9	       1052.6	    36.000	   130.502	     0.000	   166.502	     0.020	   447.273	    10266081.0	    88648168.0	
    15	  2000	   145	     1	     0.000	   165.801	      44861.8	          0.0	    36.000	   129.372	     0.000	   165.372	     0.020	   447.271	    10265292.0	    88638664.0	
    15	  2000	   146	     1	     0.000	   164.849	      45951.3	          0.0	    36.000	   128.309	     0.000	   164.309	     0.020	   447.271	    10265202.0	    88637576.0	
    15	  2000	   147	     1	     0.000	   163.893	      47169.3	          0.0	    36.000	   127.341	     0.000	   163.341	     0.020	   447.271	    10265101.0	    88636360.0	
    15	  2000	   148	     1	     0.000	   162.988	      47144.2	          0.0	    36.000	   126.422	     0.000	   162.422	     0.020	   447.271	    10265103.0	    88636384.0	
    15	  2000	   149	     1	     0.000	   162.150	      45409.4	          0.0	    36.000	   125.584	     0.000	   161.584	     0.020	   447.271	    10265247.0	    88638120.0	
    15	  2000	   150	     1	     0.000	   161.307	      43835.8	          0.0	    36.000	   124.762	     0.000	   160.762	     0.020	   447.272	    10265378.0	    88639696.0	
    15	  2000	   151	     1	     0.000	   160.326	      45959.8	          0.0	    36.000	   123.799	     0.000	   159.799	     0.020	   447.271	    10265202.0	    88637568.0	
    15	  2000	   152	     1	     0.000	   159.408	      46505.8	          0.0	    36.000	   122.856	     0.000	   158.856	     0.020	   447.271	    10265156.0	    88637024.0	
    15	  2000	   153	     1	     0.000	   158.564	      45137.1	          0.0	    36.000	   122.006	     0.000	   158.006	     0.020	   447.271	    10265270.0	    88638392.0	
    15	  2000	   154	     1	     0.000	   157.766	      42629.8	          0.0	    36.000	   121.223	     0.000	   157.223	     0.020	   447.272	    10265478.0	    88640896.0	
    15	  2000	   155	     1	     0.000	   157.192	      34208.4	          0.0	    36.000	   120.678	     0.000	   156.678	     0.020	   447.273	    10266176.0	    88649320.0	
    15	  2000	   156	     1	     0.000	   156.402	      31568.2	          0.0	    36.000	   119.986	     0.000	   155.986	     0.020	   447.273	    10266395.0	    88651960.0	
    15	  2000	   157	     1	     0.000	   155.667	      27519.0	       1052.6	    36.000	   119.282	     0.000	   155.282	     0.020	   447.274	    10266818.0	    88657064.0	
    15	  2000	   158	     1	     0.000	   154.919	      23881.7	       1052.6	    36.000	   118.593	     0.000	   154.593	     0.020	   447.274	    10267119.0	    88660696.0	
    15	  2000	   159	     1	     0.000	   153.578	      36275.4	       1052.6	    36.000	   117.294	     0.000	   153.294	     0.020	   447.273	    10266092.0	    88648304.0	
    15	  2000	   160	     1	     0.000	   152.456	      42917.3	          0.0	    36.000	   116.028	     0.000	   152.028	     0.020	   447.272	    10265453.0	    88640608.0	
    15	  2000	   161	     1	     0.000	   151.526	      44505.3	          0.0	    36.000	   115.009	     0.000	   151.009	     0.020	   447.271	    10265323.0	    88639024.0	
    15	  2000	   162	     1	     0.000	   150.795	      40789.9	          0.0	    36.000	   114.260	     0.000	   150.260	     0.020	   447.272	    10265630.0	    88642736.0	
    15	  2000	   163	     1	     0.000	   149.796	      44441.2	          0.0	    36.000	   113.304	     0.000	   149.304	     0.020	   447.271	    10265328.0	    88639088.0	
    15	  2000	   164	     1	     0.000	   149.033	      41776.4	          0.0	    36.000	   112.499	     0.000	   148.499	     0.020	   447.272	    10265548.0	    88641752.0	
    15	  2000	   165	     1	     0.000	   148.448	      34340.4	       1052.6	    36.000	   111.944	     0.000	   147.944	     0.020	   447.273	    10266252.0	    88650240.0	
    15	  2000	   166	     1	     0.000	   147.693	      31602.1	          0.0	    36.000	   111.288	     0.000	   147.288	     0.020	   447.273	    10266392.0	    88651928.0	
    15	  2000	   167	     1	     0.000	   146.477	      41625.8	       1052.6	    36.000	   110.092	     0.000	   146.092	     0.020	   447.272	    10265648.0	    88642952.0	
    15	  2000	   168	     1	     0.000	   145.478	      45833.4	          0.0	    36.000	   108.989	     0.000	   144.989	     0.020	   447.271	    10265212.0	    88637696.0	
    15	  2000	   169	     1	     0.000	   144.536	      48609.8	          0.0	    36.000	   107.985	     0.000	   143.985	     0.020	   447.271	    10264982.0	    88634920.0	
    15	  2000	   170	     1	     0.000	   143.822	      45151.7	       1052.6	    36.000	   107.239	     0.000	   143.239	     0.020	   447.271	    10265356.0	    88639432.0	
    15	  2000	   171	     1	     0.000	   143.038	      43710.3	          0.0	    36.000	   106.508	     0.000	   142.508	     0.020	   447.272	    10265388.0	    88639816.0	
    15	  2000	   172	     1	     0.000	   142.014	      49076.5	          0.0	    36.000	   105.488	     0.000	   141.488	     0.020	   447.271	    10264943.0	    88634448.0	
