Subasin-ID	year	day	hour	qlateral(m**3/s)	inflow(m**3/s)	evap(m**3)	prec(m**3)	intake(m**3/s)	overflow(m**3/s)	qbottom(m**3/s)	qout(m**3/s)	withdrawal(m**3/s)	elevation(m)	area(m**2)	volume(m**3)
    15	  2000	     1	     1	     0.000	   102.255	      66188.3	      29472.1	    36.000	    66.391	     0.000	   102.391	     0.020	   447.272	    10265968.0	    88646808.0	
    15	  2000	     2	     1	     0.000	   105.772	      42231.7	     201042.2	    36.000	    69.327	     0.000	   105.327	     0.020	   447.297	    10282175.0	    88842336.0	
    15	  2000	     3	     1	     0.000	   108.714	      58866.3	      93679.3	    36.000	    74.532	     0.000	   110.532	     0.020	   447.282	    10271899.0	    88718344.0	
    15	  2000	     4	     1	     0.000	   112.434	      58324.2	      35787.6	    36.000	    76.817	     0.000	   112.817	     0.020	   447.274	    10267144.0	    88660992.0	
    15	  2000	     5	     1	     0.000	   116.630	      37296.1	     158939.1	    36.000	    80.349	     0.000	   116.349	     0.020	   447.293	    10279095.0	    88805168.0	
    15	  2000	     6	     1	     0.000	   119.649	      31942.2	     126309.2	    36.000	    85.037	     0.000	   121.037	     0.020	   447.289	    10276835.0	    88777896.0	
    15	  2000	     7	     1	     0.000	   122.364	      41891.1	      83153.6	    36.000	    87.436	     0.000	   123.436	     0.020	   447.282	    10272433.0	    88724792.0	
    15	  2000	     8	     1	     0.000	   125.583	      45083.1	     110520.6	    36.000	    90.040	     0.000	   126.040	     0.020	   447.285	    10274437.0	    88748968.0	
    15	  2000	     9	     1	     0.000	   129.385	      33938.5	      84206.1	    36.000	    94.122	     0.000	   130.122	     0.020	   447.284	    10273179.0	    88733792.0	
    15	  2000	    10	     1	     0.000	   132.229	      49089.7	      34735.0	    36.000	    96.791	     0.000	   132.791	     0.020	   447.275	    10267822.0	    88669176.0	
    15	  2000	    11	     1	     0.000	   135.294	      51751.6	      15788.7	    36.000	    99.108	     0.000	   135.108	     0.020	   447.273	    10266031.0	    88647568.0	
    15	  2000	    12	     1	     0.000	   137.901	      56882.3	      13683.5	    36.000	   101.465	     0.000	   137.465	     0.020	   447.272	    10265431.0	    88640328.0	
    15	  2000	    13	     1	     0.000	   140.209	      60358.1	      23156.7	    36.000	   103.689	     0.000	   139.689	     0.020	   447.272	    10265928.0	    88646328.0	
    15	  2000	    14	     1	     0.000	   142.429	      65168.0	      15788.7	    36.000	   105.978	     0.000	   141.978	     0.020	   447.271	    10264918.0	    88634152.0	
    15	  2000	    15	     1	     0.000	   144.812	      66152.2	       9473.2	    36.000	   108.221	     0.000	   144.221	     0.020	   447.270	    10264312.0	    88626848.0	
    15	  2000	    16	     1	     0.000	   147.080	      65215.4	       6315.5	    36.000	   110.404	     0.000	   146.404	     0.020	   447.270	    10264129.0	    88624632.0	
    15	  2000	    17	     1	     0.000	   149.280	      60710.0	      50523.7	    36.000	   112.579	     0.000	   148.579	     0.020	   447.276	    10268168.0	    88673344.0	
    15	  2000	    18	     1	     0.000	   151.938	      40321.5	     111573.1	    36.000	   115.800	     0.000	   151.800	     0.020	   447.286	    10274919.0	    88754776.0	
    15	  2000	    19	     1	     0.000	   154.206	      28190.1	      98942.2	    36.000	   119.010	     0.000	   155.010	     0.020	   447.286	    10274877.0	    88754280.0	
    15	  2000	    20	     1	     0.000	   155.328	      46033.5	      33682.5	    36.000	   120.127	     0.000	   156.127	     0.020	   447.276	    10267989.0	    88671176.0	
    15	  2000	    21	     1	     0.000	   156.751	      56269.6	      23156.7	    36.000	   120.588	     0.000	   156.588	     0.020	   447.273	    10266267.0	    88650416.0	
    15	  2000	    22	     1	     0.000	   158.380	      60768.5	       7368.0	    36.000	   121.977	     0.000	   157.977	     0.020	   447.270	    10264585.0	    88630128.0	
    15	  2000	    23	     1	     0.000	   160.149	      59940.3	       3157.7	    36.000	   123.511	     0.000	   159.511	     0.020	   447.270	    10264304.0	    88626744.0	
    15	  2000	    24	     1	     0.000	   161.657	      63622.2	       6315.5	    36.000	   124.980	     0.000	   160.980	     0.020	   447.270	    10264261.0	    88626224.0	
    15	  2000	    25	     1	     0.000	   163.243	      62841.9	      14736.1	    36.000	   126.559	     0.000	   162.559	     0.020	   447.271	    10265024.0	    88635424.0	
    15	  2000	    26	     1	     0.000	   164.744	      61684.0	      10525.8	    36.000	   128.167	     0.000	   164.167	     0.020	   447.271	    10264770.0	    88632368.0	
    15	  2000	    27	     1	     0.000	   166.244	      57701.2	      15788.7	    36.000	   129.632	     0.000	   165.632	     0.020	   447.272	    10265537.0	    88641616.0	
    15	  2000	    28	     1	     0.000	   167.835	      48432.5	      86311.3	    36.000	   131.330	     0.000	   167.330	     0.020	   447.282	    10272153.0	    88721408.0	
    15	  2000	    29	     1	     0.000	   169.315	      40821.1	     184200.9	    36.000	   133.734	     0.000	   169.734	     0.020	   447.295	    10280897.0	    88826904.0	
    15	  2000	    30	     1	     0.000	   170.861	      31334.3	     103152.5	    36.000	   136.501	     0.000	   172.501	     0.020	   447.286	    10274966.0	    88755344.0	
    15	  2000	    31	     1	     0.000	   171.772	      38006.4	     137887.5	    36.000	   136.583	     0.000	   172.583	     0.020	   447.290	    10277292.0	    88783408.0	
    15	  2000	    32	     1	     0.000	   172.836	      40939.1	      52628.8	    36.000	   137.972	     0.000	   173.972	     0.020	   447.279	    10269981.0	    88695216.0	
    15	  2000	    33	     1	     0.000	   173.582	      51416.9	      23156.7	    36.000	   137.697	     0.000	   173.697	     0.020	   447.274	    10266669.0	    88655264.0	
    15	  2000	    34	     1	     0.000	   174.590	      56921.5	      11578.3	    36.000	   138.243	     0.000	   174.243	     0.020	   447.271	    10265253.0	    88638184.0	
    15	  2000	    35	     1	     0.000	   175.631	      62690.6	       5262.9	    36.000	   139.087	     0.000	   175.087	     0.020	   447.270	    10264251.0	    88626104.0	
    15	  2000	    36	     1	     0.000	   176.976	      61226.2	       8420.6	    36.000	   140.291	     0.000	   176.291	     0.020	   447.270	    10264634.0	    88630720.0	
    15	  2000	    37	     1	     0.000	   178.304	      59786.7	       2105.2	    36.000	   141.673	     0.000	   177.673	     0.020	   447.270	    10264230.0	    88625848.0	
    15	  2000	    38	     1	     0.000	   180.053	      46867.7	      56839.1	    36.000	   143.366	     0.000	   179.366	     0.020	   447.278	    10269839.0	    88693496.0	
    15	  2000	    39	     1	     0.000	   182.343	      25445.0	     205252.5	    36.000	   146.438	     0.000	   182.438	     0.020	   447.300	    10283915.0	    88863336.0	
    15	  2000	    40	     1	     0.000	   183.716	      32145.4	     156833.9	    36.000	   149.777	     0.000	   185.777	     0.020	   447.293	    10279348.0	    88808216.0	
    15	  2000	    41	     1	     0.000	   185.987	      19151.9	     167359.7	    36.000	   151.410	     0.000	   187.410	     0.020	   447.296	    10281297.0	    88831736.0	
