Subasin-ID	year	day	hour	qlateral(m**3/s)	inflow(m**3/s)	evap(m**3)	prec(m**3)	intake(m**3/s)	overflow(m**3/s)	qbottom(m**3/s)	qout(m**3/s)	withdrawal(m**3/s)	elevation(m)	area(m**2)	volume(m**3)
    69	  2000	     1	     1	     0.000	   139.613	      77585.7	          0.0	    36.000	   102.811	     0.000	   138.811	     0.020	   447.267	    10262579.0	    88605944.0	
    69	  2000	     2	     1	     0.000	   142.955	      42730.6	      92626.8	    36.000	   106.037	     0.000	   142.037	     0.020	   447.284	    10273149.0	    88733424.0	
    69	  2000	     3	     1	     0.000	   144.579	      58138.0	      82101.0	    36.000	   109.136	     0.000	   145.136	     0.020	   447.280	    10270999.0	    88707488.0	
    69	  2000	     4	     1	     0.000	   147.265	      50447.2	      78943.2	    36.000	   111.522	     0.000	   147.522	     0.020	   447.281	    10271375.0	    88712024.0	
    69	  2000	     5	     1	     0.000	   150.061	      43033.4	     179990.6	    36.000	   114.370	     0.000	   150.370	     0.020	   447.295	    10280365.0	    88820488.0	
    69	  2000	     6	     1	     0.000	   152.560	      43317.3	     148413.3	    36.000	   118.125	     0.000	   154.125	     0.020	   447.291	    10277724.0	    88788624.0	
    69	  2000	     7	     1	     0.000	   155.321	      50465.5	     164202.0	    36.000	   120.517	     0.000	   156.517	     0.020	   447.292	    10278440.0	    88797264.0	
    69	  2000	     8	     1	     0.000	   159.177	      48604.6	      34735.0	    36.000	   124.473	     0.000	   160.473	     0.020	   447.275	    10267862.0	    88669656.0	
    69	  2000	     9	     1	     0.000	   162.827	      58309.4	      12630.9	    36.000	   126.646	     0.000	   162.646	     0.020	   447.271	    10265225.0	    88637848.0	
    69	  2000	    10	     1	     0.000	   166.927	      65078.2	       2105.2	    36.000	   130.379	     0.000	   166.379	     0.020	   447.269	    10263790.0	    88620552.0	
    69	  2000	    11	     1	     0.000	   171.795	      61719.4	       4210.3	    36.000	   135.046	     0.000	   171.046	     0.020	   447.270	    10264244.0	    88626016.0	
    69	  2000	    12	     1	     0.000	   176.774	      57093.1	      11578.3	    36.000	   140.088	     0.000	   176.088	     0.020	   447.271	    10265239.0	    88638016.0	
    69	  2000	    13	     1	     0.000	   181.182	      68174.6	       3157.7	    36.000	   144.635	     0.000	   180.635	     0.020	   447.269	    10263622.0	    88618512.0	
    69	  2000	    14	     1	     0.000	   186.167	      68986.5	       7368.0	    36.000	   149.394	     0.000	   185.394	     0.020	   447.269	    10263904.0	    88621912.0	
    69	  2000	    15	     1	     0.000	   191.209	      66843.0	       2105.2	    36.000	   154.476	     0.000	   190.476	     0.020	   447.269	    10263645.0	    88618792.0	
    69	  2000	    16	     1	     0.000	   196.040	      66531.6	       4210.3	    36.000	   159.271	     0.000	   195.271	     0.020	   447.269	    10263845.0	    88621208.0	
    69	  2000	    17	     1	     0.000	   200.959	      60687.8	      46313.4	    36.000	   164.218	     0.000	   200.218	     0.020	   447.275	    10267820.0	    88669152.0	
    69	  2000	    18	     1	     0.000	   205.826	      52186.6	      87363.9	    36.000	   169.639	     0.000	   205.639	     0.020	   447.282	    10271929.0	    88718704.0	
    69	  2000	    19	     1	     0.000	   211.430	      23140.6	     178938.0	    36.000	   175.817	     0.000	   211.817	     0.020	   447.297	    10281926.0	    88839328.0	
    69	  2000	    20	     1	     0.000	   213.926	      59759.0	      13683.5	    36.000	   179.709	     0.000	   215.709	     0.020	   447.271	    10265192.0	    88637456.0	
    69	  2000	    21	     1	     0.000	   217.564	      66666.4	       1052.6	    36.000	   181.010	     0.000	   217.010	     0.020	   447.269	    10263572.0	    88617912.0	
    69	  2000	    22	     1	     0.000	   221.457	      65249.9	       2105.2	    36.000	   184.678	     0.000	   220.678	     0.020	   447.269	    10263777.0	    88620384.0	
    69	  2000	    23	     1	     0.000	   225.368	      63957.3	       3157.7	    36.000	   188.617	     0.000	   224.617	     0.020	   447.269	    10263971.0	    88622728.0	
    69	  2000	    24	     1	     0.000	   229.198	      63701.3	       9473.2	    36.000	   192.475	     0.000	   228.475	     0.020	   447.270	    10264516.0	    88629296.0	
    69	  2000	    25	     1	     0.000	   232.716	      63786.6	       4210.3	    36.000	   196.069	     0.000	   232.069	     0.020	   447.270	    10264072.0	    88623952.0	
    69	  2000	    26	     1	     0.000	   235.811	      65855.0	       6315.5	    36.000	   199.101	     0.000	   235.101	     0.020	   447.270	    10264076.0	    88623992.0	
    69	  2000	    27	     1	     0.000	   239.045	      60965.4	      17893.8	    36.000	   202.336	     0.000	   238.336	     0.020	   447.272	    10265441.0	    88640456.0	
    69	  2000	    28	     1	     0.000	   242.148	      55736.0	      86311.3	    36.000	   205.629	     0.000	   241.629	     0.020	   447.281	    10271547.0	    88714104.0	
    69	  2000	    29	     1	     0.000	   245.266	      47333.1	     145255.6	    36.000	   209.600	     0.000	   245.600	     0.020	   447.290	    10277129.0	    88781448.0	
    69	  2000	    30	     1	     0.000	   248.537	      33702.0	     148413.3	    36.000	   213.650	     0.000	   249.650	     0.020	   447.292	    10278521.0	    88798240.0	
