Subasin-ID	year	day	hour	qlateral(m**3/s)	inflow(m**3/s)	evap(m**3)	prec(m**3)	intake(m**3/s)	overflow(m**3/s)	qbottom(m**3/s)	qout(m**3/s)	withdrawal(m**3/s)	elevation(m)	area(m**2)	volume(m**3)
    69	  2000	     1	     1	     0.000	   452.636	       4327.4	          0.0	     0.000	     0.000	     0.000	     0.000	     0.000	   422.258	      585969.9	     1625163.0	
    69	  2000	     1	     2	     0.000	   485.877	       4013.7	          0.0	     0.000	     0.000	     0.000	     0.000	     0.000	   424.723	      987835.1	     3370307.0	
    69	  2000	     1	     3	     0.000	   514.906	       7467.4	          0.0	     0.368	     0.000	     0.000	     0.368	     0.020	   426.513	     1350309.8	     5215104.5	
    69	  2000	     1	     4	     0.000	   543.890	       8131.0	          0.0	     2.104	     0.000	     0.000	     2.104	     0.020	   427.983	     1693849.5	     7157330.0	
    69	  2000	     1	     5	     0.000	   559.920	       8271.5	          0.0	     3.886	     0.000	     0.000	     3.886	     0.020	   429.236	     2019643.2	     9150708.0	
    69	  2000	     1	     6	     0.000	   527.896	       9513.9	          0.0	     5.558	     0.000	     0.000	     5.558	     0.020	   430.256	     2307377.0	    11021539.0	
    69	  2000	     1	     7	     0.000	   498.163	      12323.6	          0.0	     7.126	     0.000	     0.000	     7.126	     0.020	   431.112	     2564916.0	    12776876.0	
    69	  2000	     1	     8	     0.000	   473.190	      12954.3	          0.0	     8.610	     0.000	     0.000	     8.610	     0.020	   431.852	     2799267.2	    14436339.0	
    69	  2000	     1	     9	     0.000	   451.983	      16739.4	          0.0	    10.016	     0.000	     0.000	    10.016	     0.020	   432.503	     3014595.8	    16010607.0	
    69	  2000	     1	    10	     0.000	   434.808	      19925.8	          0.0	    11.361	     0.000	     0.000	    11.361	     0.020	   433.087	     3214808.0	    17515016.0	
    69	  2000	     1	    11	     0.000	   420.848	      20004.2	          0.0	    12.656	     0.000	     0.000	    12.656	     0.020	   433.618	     3403126.2	    18964432.0	
    69	  2000	     1	    12	     0.000	   408.001	      19471.7	          0.0	    13.907	     0.000	     0.000	    13.907	     0.020	   434.106	     3581074.5	    20363626.0	
    69	  2000	     1	    13	     0.000	   394.126	      24340.3	          0.0	    15.104	     0.000	     0.000	    15.104	     0.020	   434.553	     3748272.2	    21703690.0	
    69	  2000	     1	    14	     0.000	   380.708	      25667.5	          0.0	    16.254	     0.000	     0.000	    16.254	     0.020	   434.965	     3906023.0	    22989984.0	
    69	  2000	     1	    15	     0.000	   367.767	      25819.5	          0.0	    17.358	     0.000	     0.000	    17.358	     0.020	   435.346	     4055208.8	    24225564.0	
    69	  2000	     1	    16	     0.000	   355.633	      26595.1	          0.0	    18.419	     0.000	     0.000	    18.419	     0.020	   435.700	     4196541.5	    25412864.0	
    69	  2000	     1	    17	     0.000	   345.362	      25037.6	          0.0	    19.446	     0.000	     0.000	    19.446	     0.020	   436.033	     4331444.5	    26561054.0	
    69	  2000	     1	    18	     0.000	   337.429	      22174.0	          0.0	    20.446	     0.000	     0.000	    20.446	     0.020	   436.348	     4461321.0	    27679950.0	
    69	  2000	     1	    19	     0.000	   331.639	      10109.1	          0.0	    21.434	     0.000	     0.000	    21.434	     0.020	   436.651	     4588306.0	    28786504.0	
    69	  2000	     1	    20	     0.000	   322.063	      26796.6	          0.0	    22.375	     0.000	     0.000	    22.375	     0.020	   436.932	     4707752.0	    29838516.0	
    69	  2000	     1	    21	     0.000	   314.553	      30623.1	          0.0	    23.284	     0.000	     0.000	    23.284	     0.020	   437.198	     4822188.5	    30856388.0	
    69	  2000	     1	    22	     0.000	   308.181	      30658.8	          0.0	    24.171	     0.000	     0.000	    24.171	     0.020	   437.451	     4932657.0	    31848098.0	
