Subasin-ID	year	day	hour	qlateral(m**3/s)	inflow(m**3/s)	evap(m**3)	prec(m**3)	intake(m**3/s)	overflow(m**3/s)	qbottom(m**3/s)	qout(m**3/s)	withdrawal(m**3/s)	elevation(m)	area(m**2)	volume(m**3)
    15	  2000	     1	     1	     0.000	    78.981	      66188.3	      29472.1	    36.000	    42.955	     0.000	    78.955	     0.020	   447.272	    10265968.0	    88646808.0	
    15	  2000	     2	     1	     0.000	   148.000	      42231.7	     201042.2	    36.000	   111.555	     0.000	   147.555	     0.020	   447.297	    10282175.0	    88842336.0	
    15	  2000	     3	     1	     0.000	   117.741	      58865.6	      93678.2	    36.000	    83.576	     0.000	   119.576	     0.020	   447.282	    10271773.0	    88716832.0	
    15	  2000	     4	     1	     0.000	   122.865	      58323.5	      35787.2	    36.000	    87.248	     0.000	   123.248	     0.020	   447.274	    10267015.0	    88659440.0	
    15	  2000	     5	     1	     0.000	   126.084	      37295.7	     158937.2	    36.000	    89.803	     0.000	   125.803	     0.020	   447.293	    10278966.0	    88803608.0	
    15	  2000	     6	     1	     0.000	   133.593	      31941.8	     126307.6	    36.000	    98.982	     0.000	   134.982	     0.020	   447.289	    10276699.0	    88776256.0	
    15	  2000	     7	     1	     0.000	   134.724	      41890.5	      83152.4	    36.000	    99.797	     0.000	   135.797	     0.020	   447.282	    10272289.0	    88723056.0	
    15	  2000	     8	     1	     0.000	   140.464	      45082.5	     110519.0	    36.000	   104.923	     0.000	   140.923	     0.020	   447.285	    10274287.0	    88747152.0	
    15	  2000	     9	     1	     0.000	   143.835	      33938.0	      84204.9	    36.000	   108.574	     0.000	   144.574	     0.020	   447.284	    10273019.0	    88731856.0	
    15	  2000	    10	     1	     0.000	   143.956	      49088.9	      34734.5	    36.000	   108.518	     0.000	   144.518	     0.020	   447.275	    10267654.0	    88667144.0	
    15	  2000	    11	     1	     0.000	   144.469	      51750.7	      15788.4	    36.000	   108.283	     0.000	   144.283	     0.020	   447.273	    10265860.0	    88645512.0	
    15	  2000	    12	     1	     0.000	   145.586	      56881.4	      13683.3	    36.000	   109.150	     0.000	   145.150	     0.020	   447.272	    10265259.0	    88638264.0	
    15	  2000	    13	     1	     0.000	   148.203	      60357.1	      23156.3	    36.000	   111.683	     0.000	   147.683	     0.020	   447.272	    10265757.0	    88644264.0	
    15	  2000	    14	     1	     0.000	   150.059	      65167.0	      15788.4	    36.000	   113.609	     0.000	   149.609	     0.020	   447.271	    10264748.0	    88632088.0	
