Subasin-ID	year	day	hour	qlateral(m**3/s)	inflow(m**3/s)	evap(m**3)	prec(m**3)	intake(m**3/s)	overflow(m**3/s)	qbottom(m**3/s)	qout(m**3/s)	withdrawal(m**3/s)	elevation(m)	area(m**2)	volume(m**3)
    15	  2000	     1	     1	     0.000	   102.632	      66188.3	      29472.1	    36.000	    66.768	     0.000	   102.768	     0.020	   447.272	    10265968.0	    88646808.0	
    15	  2000	     2	     1	     0.000	   106.155	      42231.7	     201042.2	    36.000	    69.710	     0.000	   105.710	     0.020	   447.297	    10282175.0	    88842336.0	
    15	  2000	     3	     1	     0.000	   109.102	      58866.3	      93679.3	    36.000	    74.920	     0.000	   110.920	     0.020	   447.282	    10271899.0	    88718344.0	
    15	  2000	     4	     1	     0.000	   112.832	      58324.2	      35787.6	    36.000	    77.215	     0.000	   113.215	     0.020	   447.274	    10267144.0	    88660992.0	
    15	  2000	     5	     1	     0.000	   117.040	      37296.1	     158939.1	    36.000	    80.759	     0.000	   116.759	     0.020	   447.293	    10279095.0	    88805168.0	
    15	  2000	     6	     1	     0.000	   120.068	      31942.2	     126309.2	    36.000	    85.456	     0.000	   121.456	     0.020	   447.289	    10276835.0	    88777896.0	
    15	  2000	     7	     1	     0.000	   122.795	      41891.1	      83153.6	    36.000	    87.867	     0.000	   123.867	     0.020	   447.282	    10272433.0	    88724792.0	
    15	  2000	     8	     1	     0.000	   126.028	      45083.1	     110520.6	    36.000	    90.485	     0.000	   126.485	     0.020	   447.285	    10274437.0	    88748968.0	
    15	  2000	     9	     1	     0.000	   129.849	      33938.5	      84206.1	    36.000	    94.586	     0.000	   130.586	     0.020	   447.284	    10273179.0	    88733792.0	
    15	  2000	    10	     1	     0.000	   132.711	      49089.7	      34735.0	    36.000	    97.273	     0.000	   133.273	     0.020	   447.275	    10267822.0	    88669176.0	
    15	  2000	    11	     1	     0.000	   135.798	      51751.6	      15788.7	    36.000	    99.612	     0.000	   135.612	     0.020	   447.273	    10266031.0	    88647568.0	
    15	  2000	    12	     1	     0.000	   138.429	      56882.3	      13683.5	    36.000	   101.993	     0.000	   137.993	     0.020	   447.272	    10265431.0	    88640328.0	
    15	  2000	    13	     1	     0.000	   140.762	      60358.1	      23156.7	    36.000	   104.242	     0.000	   140.242	     0.020	   447.272	    10265928.0	    88646328.0	
    15	  2000	    14	     1	     0.000	   143.008	      65168.0	      15788.7	    36.000	   106.557	     0.000	   142.557	     0.020	   447.271	    10264918.0	    88634152.0	
    15	  2000	    15	     1	     0.000	   145.418	      66152.2	       9473.2	    36.000	   108.826	     0.000	   144.826	     0.020	   447.270	    10264312.0	    88626848.0	
    15	  2000	    16	     1	     0.000	   147.712	      65215.4	       6315.5	    36.000	   111.036	     0.000	   147.036	     0.020	   447.270	    10264129.0	    88624632.0	
