Subasin-ID	year	day	hour	qlateral(m**3/s)	inflow(m**3/s)	evap(m**3)	prec(m**3)	intake(m**3/s)	overflow(m**3/s)	qbottom(m**3/s)	qout(m**3/s)	withdrawal(m**3/s)	elevation(m)	area(m**2)	volume(m**3)
    69	  2000	     1	     1	     0.000	   116.606	      77585.7	          0.0	    36.000	    79.804	     0.000	   115.804	     0.020	   447.267	    10262579.0	    88605944.0	
    69	  2000	     2	     1	     0.000	   119.352	      42730.6	      92626.8	    36.000	    82.434	     0.000	   118.434	     0.020	   447.284	    10273149.0	    88733424.0	
    69	  2000	     3	     1	     0.000	   120.516	      58138.0	      82101.0	    36.000	    85.074	     0.000	   121.074	     0.020	   447.280	    10270999.0	    88707488.0	
    69	  2000	     4	     1	     0.000	   122.646	      50447.2	      78943.2	    36.000	    86.903	     0.000	   122.903	     0.020	   447.281	    10271375.0	    88712024.0	
    69	  2000	     5	     1	     0.000	   124.829	      43033.4	     179990.6	    36.000	    89.139	     0.000	   125.139	     0.020	   447.295	    10280365.0	    88820488.0	
    69	  2000	     6	     1	     0.000	   126.680	      43317.3	     148413.3	    36.000	    92.245	     0.000	   128.245	     0.020	   447.291	    10277724.0	    88788624.0	
    69	  2000	     7	     1	     0.000	   128.694	      50465.5	     164202.0	    36.000	    93.891	     0.000	   129.891	     0.020	   447.292	    10278440.0	    88797264.0	
    69	  2000	     8	     1	     0.000	   131.642	      48604.6	      34735.0	    36.000	    96.938	     0.000	   132.938	     0.020	   447.275	    10267862.0	    88669656.0	
    69	  2000	     9	     1	     0.000	   134.328	      58309.4	      12630.9	    36.000	    98.148	     0.000	   134.148	     0.020	   447.271	    10265225.0	    88637848.0	
    69	  2000	    10	     1	     0.000	   137.420	      65078.2	       2105.2	    36.000	   100.871	     0.000	   136.871	     0.020	   447.269	    10263790.0	    88620552.0	
    69	  2000	    11	     1	     0.000	   141.236	      61719.4	       4210.3	    36.000	   104.487	     0.000	   140.487	     0.020	   447.270	    10264244.0	    88626016.0	
    69	  2000	    12	     1	     0.000	   145.140	      57093.1	      11578.3	    36.000	   108.455	     0.000	   144.455	     0.020	   447.271	    10265239.0	    88638016.0	
    69	  2000	    13	     1	     0.000	   148.524	      68174.6	       3157.7	    36.000	   111.977	     0.000	   147.977	     0.020	   447.269	    10263622.0	    88618512.0	
    69	  2000	    14	     1	     0.000	   152.448	      68986.5	       7368.0	    36.000	   115.676	     0.000	   151.676	     0.020	   447.269	    10263904.0	    88621912.0	
    69	  2000	    15	     1	     0.000	   156.449	      66843.0	       2105.2	    36.000	   119.716	     0.000	   155.716	     0.020	   447.269	    10263645.0	    88618792.0	
    69	  2000	    16	     1	     0.000	   160.293	      66531.6	       4210.3	    36.000	   123.524	     0.000	   159.524	     0.020	   447.269	    10263845.0	    88621208.0	
    69	  2000	    17	     1	     0.000	   164.279	      60687.8	      46313.4	    36.000	   127.538	     0.000	   163.538	     0.020	   447.275	    10267820.0	    88669152.0	
    69	  2000	    18	     1	     0.000	   168.293	      52186.6	      87363.9	    36.000	   132.107	     0.000	   168.107	     0.020	   447.282	    10271929.0	    88718704.0	
    69	  2000	    19	     1	     0.000	   173.048	      23140.6	     178938.0	    36.000	   137.436	     0.000	   173.436	     0.020	   447.297	    10281926.0	    88839328.0	
    69	  2000	    20	     1	     0.000	   175.045	      59759.0	      13683.5	    36.000	   140.829	     0.000	   176.829	     0.020	   447.271	    10265192.0	    88637456.0	
    69	  2000	    21	     1	     0.000	   178.131	      66666.4	       1052.6	    36.000	   141.577	     0.000	   177.577	     0.020	   447.269	    10263572.0	    88617912.0	
    69	  2000	    22	     1	     0.000	   181.497	      65249.9	       2105.2	    36.000	   144.718	     0.000	   180.718	     0.020	   447.269	    10263777.0	    88620384.0	
