Subasin-ID	year	day	hour	qlateral(m**3/s)	inflow(m**3/s)	evap(m**3)	prec(m**3)	intake(m**3/s)	overflow(m**3/s)	qbottom(m**3/s)	qout(m**3/s)	withdrawal(m**3/s)	elevation(m)	area(m**2)	volume(m**3)
    15	  2000	     1	     1	     0.000	    82.705	      66188.3	      29472.1	    36.000	    46.841	     0.000	    82.841	     0.020	   447.272	    10265968.0	    88646808.0	
    15	  2000	     2	     1	     0.000	    85.438	      42231.7	     201042.2	    36.000	    48.993	     0.000	    84.993	     0.020	   447.297	    10282175.0	    88842336.0	
    15	  2000	     3	     1	     0.000	    87.622	      58866.3	      93679.3	    36.000	    53.440	     0.000	    89.440	     0.020	   447.282	    10271899.0	    88718344.0	
    15	  2000	     4	     1	     0.000	    90.496	      58324.2	      35787.6	    36.000	    54.879	     0.000	    90.879	     0.020	   447.274	    10267144.0	    88660992.0	
    15	  2000	     5	     1	     0.000	    93.824	      37296.1	     158939.1	    36.000	    57.543	     0.000	    93.543	     0.020	   447.293	    10279095.0	    88805168.0	
    15	  2000	     6	     1	     0.000	    96.237	      31942.2	     126309.2	    36.000	    61.624	     0.000	    97.624	     0.020	   447.289	    10276835.0	    88777896.0	
    15	  2000	     7	     1	     0.000	    98.354	      41891.1	      83153.6	    36.000	    63.427	     0.000	    99.427	     0.020	   447.282	    10272433.0	    88724792.0	
    15	  2000	     8	     1	     0.000	   100.895	      45083.1	     110520.6	    36.000	    65.353	     0.000	   101.353	     0.020	   447.285	    10274437.0	    88748968.0	
    15	  2000	     9	     1	     0.000	   104.020	      33938.5	      84206.1	    36.000	    68.757	     0.000	   104.757	     0.020	   447.284	    10273179.0	    88733792.0	
    15	  2000	    10	     1	     0.000	   106.349	      49089.7	      34735.0	    36.000	    70.911	     0.000	   106.911	     0.020	   447.275	    10267822.0	    88669176.0	
    15	  2000	    11	     1	     0.000	   108.968	      51751.6	      15788.7	    36.000	    72.782	     0.000	   108.782	     0.020	   447.273	    10266031.0	    88647568.0	
    15	  2000	    12	     1	     0.000	   111.305	      56882.3	      13683.5	    36.000	    74.868	     0.000	   110.868	     0.020	   447.272	    10265431.0	    88640328.0	
    15	  2000	    13	     1	     0.000	   113.487	      60358.1	      23156.7	    36.000	    76.967	     0.000	   112.967	     0.020	   447.272	    10265928.0	    88646328.0	
    15	  2000	    14	     1	     0.000	   115.598	      65168.0	      15788.7	    36.000	    79.147	     0.000	   115.147	     0.020	   447.271	    10264918.0	    88634152.0	
    15	  2000	    15	     1	     0.000	   117.822	      66152.2	       9473.2	    36.000	    81.230	     0.000	   117.230	     0.020	   447.270	    10264312.0	    88626848.0	
    15	  2000	    16	     1	     0.000	   119.952	      65215.4	       6315.5	    36.000	    83.276	     0.000	   119.276	     0.020	   447.270	    10264129.0	    88624632.0	
    15	  2000	    17	     1	     0.000	   122.026	      60710.0	      50523.7	    36.000	    85.324	     0.000	   121.324	     0.020	   447.276	    10268168.0	    88673344.0	
    15	  2000	    18	     1	     0.000	   124.495	      40321.5	     111573.1	    36.000	    88.358	     0.000	   124.358	     0.020	   447.286	    10274919.0	    88754776.0	
    15	  2000	    19	     1	     0.000	   126.594	      28190.1	      98942.2	    36.000	    91.399	     0.000	   127.399	     0.020	   447.286	    10274877.0	    88754280.0	
    15	  2000	    20	     1	     0.000	   127.621	      46033.5	      33682.5	    36.000	    92.420	     0.000	   128.420	     0.020	   447.276	    10267989.0	    88671176.0	
    15	  2000	    21	     1	     0.000	   128.882	      56269.6	      23156.7	    36.000	    92.719	     0.000	   128.719	     0.020	   447.273	    10266267.0	    88650416.0	
    15	  2000	    22	     1	     0.000	   130.307	      60768.5	       7368.0	    36.000	    93.904	     0.000	   129.904	     0.020	   447.270	    10264585.0	    88630128.0	
    15	  2000	    23	     1	     0.000	   131.858	      59940.3	       3157.7	    36.000	    95.220	     0.000	   131.220	     0.020	   447.270	    10264304.0	    88626744.0	
    15	  2000	    24	     1	     0.000	   133.181	      63622.2	       6315.5	    36.000	    96.504	     0.000	   132.504	     0.020	   447.270	    10264261.0	    88626224.0	
    15	  2000	    25	     1	     0.000	   134.581	      62841.9	      14736.1	    36.000	    97.897	     0.000	   133.897	     0.020	   447.271	    10265024.0	    88635424.0	
    15	  2000	    26	     1	     0.000	   135.906	      61684.0	      10525.8	    36.000	    99.329	     0.000	   135.329	     0.020	   447.271	    10264770.0	    88632368.0	
    15	  2000	    27	     1	     0.000	   137.235	      57701.2	      15788.7	    36.000	   100.623	     0.000	   136.623	     0.020	   447.272	    10265537.0	    88641616.0	
    15	  2000	    28	     1	     0.000	   138.653	      48432.5	      86311.3	    36.000	   102.148	     0.000	   138.148	     0.020	   447.282	    10272153.0	    88721408.0	
    15	  2000	    29	     1	     0.000	   139.971	      40821.1	     184200.9	    36.000	   104.390	     0.000	   140.390	     0.020	   447.295	    10280897.0	    88826904.0	
    15	  2000	    30	     1	     0.000	   141.346	      31334.3	     103152.5	    36.000	   106.986	     0.000	   142.986	     0.020	   447.286	    10274966.0	    88755344.0	
    15	  2000	    31	     1	     0.000	   142.140	      38006.4	     137887.5	    36.000	   106.952	     0.000	   142.952	     0.020	   447.290	    10277292.0	    88783408.0	
    15	  2000	    32	     1	     0.000	   143.070	      40939.1	      52628.8	    36.000	   108.206	     0.000	   144.206	     0.020	   447.279	    10269981.0	    88695216.0	
    15	  2000	    33	     1	     0.000	   143.708	      51416.9	      23156.7	    36.000	   107.823	     0.000	   143.823	     0.020	   447.274	    10266669.0	    88655264.0	
    15	  2000	    34	     1	     0.000	   144.577	      56921.5	      11578.3	    36.000	   108.230	     0.000	   144.230	     0.020	   447.271	    10265253.0	    88638184.0	
    15	  2000	    35	     1	     0.000	   145.470	      62690.6	       5262.9	    36.000	   108.925	     0.000	   144.925	     0.020	   447.270	    10264251.0	    88626104.0	
    15	  2000	    36	     1	     0.000	   146.635	      61226.2	       8420.6	    36.000	   109.950	     0.000	   145.950	     0.020	   447.270	    10264634.0	    88630720.0	
