Specification of which SVCs are contained in each TC
TC-ID[-]	SVC-ID[-]	fraction[-]
1	53	0.499
1	55	0.25
1	57	0.25
2	53	0.499
2	55	0.25
2	57	0.25
3	53	0.499
3	55	0.25
3	57	0.25
4	53	0.499
4	55	0.25
4	57	0.25
5	53	0.499
5	55	0.25
5	57	0.25
6	53	0.499
6	55	0.25
6	57	0.25
